array_size;time_spent(s);PAPI_L1_TCM;PAPI_L2_TCM;PAPI_L3_TCM;DATA_BYTES;NUM_INSTRUCTIONS;PAPI_TOT_INS
58368;6.2130002975;119775;4452;21;466944;97645424;59758030
58496;7.5410003662;120155;4669;30;467968;97879092;59833331
58624;7.2250003815;119276;4459;22;468992;98112802;59910882
58752;6.2400002480;120083;4087;21;470016;98346556;59988448
58880;6.2610001564;120819;4441;24;471040;98580352;60068303
59008;7.5510005951;121614;4532;27;472064;98814190;60145890
59136;7.0950002670;120580;4467;18;473088;99048071;60225744
59264;6.3390002251;121224;4244;24;474112;99281993;60305614
59392;6.2840003967;123226;4330;25;475136;99515958;60387773
59520;7.5870003700;123443;4845;22;476160;99749965;60463094
59648;7.0660004616;122317;4486;20;477184;99984014;60540644
59776;6.2870001793;121544;4277;29;478208;100218105;60618210
59904;6.3140001297;123840;4619;18;479232;100452238;60698065
60032;7.6010003090;124627;4640;26;480256;100686412;60775652
60160;6.8230004311;122948;4962;26;481280;100920628;60855506
60288;6.3150005341;123538;4233;28;482304;101154886;60935376
60416;6.3220005035;124555;4102;23;483328;101389185;61017534
60544;8.8730001450;125029;4618;14;484352;101623525;61095141
60672;6.3330001831;124209;4671;23;485376;101857906;61174995
60800;6.3590002060;124357;4588;25;486400;102092329;61254865
60928;6.3400001526;126264;4228;19;487424;102326793;61337023
61056;6.4330000877;127344;5098;32;488448;102561297;61416915
61184;6.4430003166;125832;4899;23;489472;102795843;61499073
61312;6.4080004692;126011;4606;28;490496;103030430;61581248
61440;6.3820004463;128362;4429;19;491520;103265057;61665710
61568;6.4500002861;127228;4681;31;492544;103499725;61741049
61696;6.4210004807;126425;4270;26;493568;103734433;61818600
61824;7.6040005684;126919;4753;16;494592;103969182;61896167
61952;6.9270005226;129542;4530;39;495616;104203971;61976021
62080;6.4790000916;129021;4962;34;496640;104438801;62053607
62208;6.4300003052;127707;5178;26;497664;104673670;62133462
62336;7.5720005035;128033;4711;29;498688;104908580;62213333
62464;6.4470005035;130294;5031;24;499712;105143530;62295491
62592;7.4070005417;130733;5031;27;500736;105378520;62373097
