array_size;time_spent(s);PAPI_L1_TCM;PAPI_L2_TCM;PAPI_L3_TCM;DATA_BYTES;NUM_INSTRUCTIONS;PAPI_TOT_INS
54016;4.7350001335;52303;1685;17;432128;1021204889600;25767917
54144;3.7330002785;46214;1403;16;433152;1026050457600;25368293
54272;3.6520001888;42034;1289;27;434176;1030907494400;24696944
54400;3.8720002174;54687;1830;17;435200;1035776000000;26283795
54528;3.6870002747;43483;1567;15;436224;1040655974400;24971299
54656;3.7550001144;45051;1450;27;437248;1045547417600;25453916
54784;3.6880002022;41023;1118;27;438272;1050450329600;24920474
54912;4.9050002098;42210;1384;27;439296;1055364710400;24901212
55040;4.0440001488;47079;1802;19;440320;1060290560000;25737539
55168;3.9620001316;57182;1639;25;441344;1065227878400;26971094
55296;3.7380001545;43076;1562;15;442368;1070176665600;25270558
55424;4.9220004082;44632;1373;23;443392;1075136921600;25632403
55552;4.7470002174;45020;1625;20;444416;1080108646400;25647850
55680;3.8080000877;46275;1526;19;445440;1085091840000;25848227
55808;3.8230001926;45612;1658;21;446464;1090086502400;25998497
55936;3.8970000744;48717;1458;19;447488;1095092633600;26401902
56064;3.7640001774;42629;1556;23;448512;1100110233600;25421739
56192;3.8230001926;44670;1211;26;449536;1105139302400;25898580
56320;5.1960000992;51281;1625;19;450560;1110179840000;26691234
56448;3.8090002537;43258;1641;22;451584;1115231846400;25737805
56576;4.9830002785;46617;1598;24;452608;1120295321600;26351769
56704;3.9330000877;49935;1499;30;453632;1125370265600;26646001
56832;4.1510000229;42802;1468;21;454656;1130456678400;26061101
56960;4.1870002747;47681;1299;21;455680;1135554560000;26467284
57088;4.1150002480;47184;1560;18;456704;1140663910400;26608411
57216;3.9510002136;49379;1856;24;457728;1145784729600;26830917
57344;3.8780002594;44090;1697;13;458752;1150917017600;26353990
57472;4.0260000229;54238;2043;23;459776;1156060774400;27373272
57600;3.9960002899;52253;1492;18;460800;1161216000000;27164838
57728;4.0140004158;50590;1812;25;461824;1166382694400;27255012
57856;4.0490002632;47534;1434;17;462848;1171560857600;26821925
57984;4.0280003548;52190;1644;24;463872;1176750489600;27433000
58112;3.9650001526;48590;1308;27;464896;1181951590400;26911415
58240;4.0520000458;51198;1772;29;465920;1187164160000;27464846
58368;4.0859999657;53222;1546;24;466944;1192388198400;27795805
58496;4.2350001335;63078;2120;23;467968;1197623705600;28918619
58624;4.1119999886;53684;1735;27;468992;1202870681600;27925595
58752;4.1010003090;51730;1273;18;470016;1208129126400;27792820
58880;4.1170001030;53505;1930;27;471040;1213399040000;27948465
59008;4.1260004044;53329;1355;25;472064;1218680422400;27973758
59136;4.0630002022;48562;1720;26;473088;1223973273600;27618686
59264;4.1909999847;57852;2233;21;474112;1229277593600;28523880
59392;4.2460002899;58381;1671;18;475136;1234593382400;28949522
59520;5.0690002441;50609;1824;10;476160;1239920640000;27649383
59648;4.0670003891;49417;1497;24;477184;1245259366400;27626607
59776;4.0540003777;47302;1756;19;478208;1250609561600;27450845
59904;4.4560003281;70832;2225;24;479232;1255971225600;30486951
60032;4.0789999962;48697;1370;24;480256;1261344358400;27640219
60160;4.1270003319;49970;1465;16;481280;1266728960000;27963275
60288;4.2730002403;53537;1622;31;482304;1272125030400;28391953
60416;4.7369999886;53342;1862;16;483328;1277532569600;28364603
60544;4.3090000153;59740;2101;26;484352;1282951577600;29281627
60672;4.2630000114;58953;1887;28;485376;1288382054400;29018582
60800;6.0560002327;55116;2042;27;486400;1293824000000;28934432
60928;6.0980005264;49771;2000;26;487424;1299277414400;28031866
61056;4.2800002098;56194;1923;14;488448;1304742297600;29190761
