array_size;time_spent(s);PAPI_L1_TCM;PAPI_L2_TCM;PAPI_L3_TCM;DATA_BYTES;NUM_INSTRUCTIONS;PAPI_TOT_INS
36736;3.1870000362;31942;930;21;293888;472336793600;17193625
36864;2.9860000610;31348;1103;26;294912;475634073600;17511560
36992;3.3150000572;25481;1209;18;295936;478942822400;17083337
37120;3.2680001259;30719;1136;25;296960;482263040000;17657011
37248;2.9980001450;26770;905;23;297984;485594726400;17160883
37376;4.0840001106;29179;1283;21;299008;488937881600;17581465
37504;3.1260001659;32375;1274;21;300032;492292505600;17841618
37632;2.9520001411;30513;971;22;301056;495658598400;17646007
37760;3.2570002079;29327;1245;24;302080;499036160000;17543452
37888;2.9540002346;27049;935;19;303104;502425190400;17201605
38016;4.2870001793;29242;1149;15;304128;505825689600;17673083
38144;3.3900001049;29476;1109;24;305152;509237657600;18159820
38272;3.3590002060;31189;1017;41;306176;512661094400;17915887
38400;3.0310001373;28233;1148;27;307200;516096000000;17668374
38528;3.3780002594;29189;1051;19;308224;519542374400;18171150
38656;3.4530000687;30538;1081;24;309248;523000217600;18043559
38784;3.9090001583;27932;1076;27;310272;526469529600;17871032
38912;3.2000000477;33549;1236;24;311296;529950310400;18266158
39040;3.4690001011;31822;1453;22;312320;533442560000;18536997
39168;3.6420001984;27688;908;28;313344;536946278400;18020493
39296;3.3910002708;30068;1117;25;314368;540461465600;18275178
39424;4.1620001793;31383;1286;21;315392;543988121600;18458542
39552;3.1930000782;26381;1168;19;316416;547526246400;18056666
39680;3.4050002098;28473;1244;19;317440;551075840000;18345586
39808;3.1010000706;28429;877;24;318464;554636902400;18227082
39936;3.5250000954;32480;1144;36;319488;558209433600;18858159
40064;3.5660002232;34297;1524;21;320512;561793433600;19158984
40192;3.2780001163;30966;1234;26;321536;565388902400;18710966
40320;3.4280002117;28307;1127;21;322560;568995840000;18295058
40448;3.4810001850;40469;1139;23;323584;572614246400;19905389
40576;3.3180000782;32487;1121;21;324608;576244121600;19075142
40704;3.3610000610;30113;1262;16;325632;579885465600;18664585
40832;3.5370001793;30232;1272;15;326656;583538278400;19033229
40960;3.1770000458;32281;922;19;327680;587202560000;19210962
41088;3.5350000858;31448;976;20;328704;590878310400;19010744
41216;3.3790001869;35884;1319;26;329728;594565529600;19767309
41344;3.5170001984;27167;1306;8;330752;598264217600;18807389
41472;3.2330000401;30604;1244;26;331776;601974374400;19203308
41600;3.6370000839;34552;1078;20;332800;605696000000;19636535
41728;4.3980002403;34060;1295;23;333824;609429094400;19720443
41856;3.6640002728;33585;1401;14;334848;613173657600;19783953
41984;3.3190002441;32054;1347;29;335872;616929689600;19366396
42112;3.6920001507;34577;927;26;336896;620697190400;19939194
42240;4.3070001602;31857;1273;24;337920;624476160000;19731067
42368;3.4980001450;38046;1365;25;338944;628266598400;20382402
42496;3.6660001278;30448;1165;35;339968;632068505600;19727139
42624;3.8830001354;39815;1446;27;340992;635881881600;20735253
42752;3.4490001202;27360;1213;26;342016;639706726400;19028404
42880;3.6070001125;29175;1268;25;343040;643543040000;19543957
43008;3.5570001602;39979;1466;24;344064;647390822400;20764184
43136;3.6710002422;32282;1019;32;345088;651250073600;19875819
43264;3.8810002804;34017;1213;23;346112;655120793600;20291806
43392;4.8200001717;30761;1198;15;347136;659002982400;20247217
43520;3.7770001888;33549;1259;18;348160;662896640000;20392668
43648;3.8210000992;37097;1191;20;349184;666801766400;20722705
43776;3.8390002251;36906;1221;23;350208;670718361600;20620294
43904;4.1460003853;47016;1767;29;351232;674646425600;22111000
44032;3.8750002384;34050;1455;22;352256;678585958400;20284764
44160;4.4110002518;31392;1135;27;353280;682536960000;20262814
44288;4.4960002899;42002;1598;306;354304;686499430400;21509949
44416;3.3850002289;30273;1339;21;355328;690473369600;20249000
44544;3.8260002136;33311;1226;26;356352;694458777600;20618247
44672;4.0040001869;41580;1278;20;357376;698455654400;21490188
44800;3.5790002346;35482;1426;23;358400;702464000000;20811353
44928;3.9280002117;37863;1251;37;359424;706483814400;21226302
45056;3.8310000896;42542;1349;25;360448;710515097600;21893995
45184;3.9180002213;36242;1076;28;361472;714557849600;21174083
45312;3.5330002308;35733;1088;33;362496;718612070400;21149159
45440;4.9390001297;33978;1478;31;363520;722677760000;21052421
45568;4.0890002251;36166;1549;18;364544;726754918400;21419736
45696;3.8630001545;33413;1224;31;365568;730843545600;21032490
45824;4.0510001183;40595;1375;27;366592;734943641600;21921469
45952;4.0080003738;39386;1373;28;367616;739055206400;22013384
46080;3.5690002441;33962;1138;31;368640;743178240000;21365508
46208;4.2450003624;48614;1770;22;369664;747312742400;23015415
46336;4.0830001831;40171;1575;31;370688;751458713600;22130319
46464;4.0420002937;36262;1441;21;371712;755616153600;21759581
46592;4.3220000267;35019;1280;32;372736;759785062400;21744556
46720;4.0230002403;34712;1116;26;373760;763965440000;21682016
46848;3.8280000687;35665;1358;26;374784;768157286400;21769128
46976;3.8820002079;34379;1003;32;375808;772360601600;21561889
47104;8.3130006790;42754;1530;27;376832;776575385600;22688149
47232;3.6980001926;36980;1167;26;377856;780801638400;22135334
47360;4.2260003090;43950;1286;33;378880;785039360000;22787691
47488;4.1380000114;38258;1391;21;379904;789288550400;22345693
47616;4.0859999657;39236;1193;32;380928;793549209600;22429775
47744;4.1590003967;38767;1534;24;381952;797821337600;22421351
47872;3.7180001736;35611;1125;23;382976;802104934400;22275813
48000;8.8670005798;36034;1544;36;384000;806400000000;22340258
48128;4.0390000343;38074;1327;26;385024;810706534400;22388823
48256;6.7820005417;43016;1584;36;386048;815024537600;23075138
48384;5.0400004387;40530;1547;35;387072;819354009600;22942353
48512;3.7660002708;36782;1223;21;388096;823694950400;22450703
48640;4.2070002556;40596;1509;31;389120;828047360000;23049368
48768;4.1980004311;39392;1292;18;390144;832411238400;22602424
48896;9.0910005569;42103;1796;20;391168;836786585600;23126177
49024;4.0750002861;39225;1164;19;392192;841173401600;23092814
49152;4.0730004311;44319;1766;21;393216;845571686400;23668978
49280;7.4710001945;41325;1816;32;394240;849981440000;23313374
49408;4.8850002289;43166;1255;21;395264;854402662400;23360511
49536;4.3570003510;39970;1391;21;396288;858835353600;23345716
49664;3.9510002136;41974;1546;28;397312;863279513600;23665034
49792;5.7040004730;47295;1543;25;398336;867735142400;24041710
49920;4.0940003395;44789;1547;20;399360;872202240000;24032154
50048;4.0630002022;38611;1608;24;400384;876680806400;23381747
50176;4.9930000305;37729;1487;24;401408;881170841600;23189355
50304;4.7200002670;44531;1661;24;402432;885672345600;24033876
50432;4.8350000381;40477;1557;27;403456;890185318400;23678445
50560;3.8330001831;36260;1260;22;404480;894709760000;22932498
50688;4.4430003166;53152;1729;16;405504;899245670400;25218476
50816;4.4510002136;44045;1316;20;406528;903793049600;23989284
50944;4.5320000648;54915;1898;23;407552;908351897600;25682348
51072;4.2630000114;44544;1462;15;408576;912922214400;24374659
51200;4.1560001373;49838;1576;32;409600;917504000000;25015420
51328;4.6540002823;50596;1704;22;410624;922097254400;25316514
51456;4.6560001373;49597;1924;14;411648;926701977600;25199333
51584;4.1649999619;42257;1446;19;412672;931318169600;24249560
51712;4.3800001144;47322;1760;30;413696;935945830400;24993035
51840;4.1610002518;45598;1432;23;414720;940584960000;24673367
51968;4.5060000420;45240;1644;31;415744;945235558400;24909595
52096;4.5329999924;43701;1448;35;416768;949897625600;24818693
52224;5.2050004005;39257;1431;29;417792;954571161600;24227787
52352;4.4620003700;37659;1274;43;418816;959256166400;24032088
52480;4.3159999847;39921;1385;28;419840;963952640000;24480523
52608;4.1070003510;40647;1125;36;420864;968660582400;24555240
52736;4.6800003052;48125;1731;35;421888;973379993600;25410323
52864;6.5710000992;37966;1511;24;422912;978110873600;24014377
52992;8.4730005264;40872;1620;26;423936;982853222400;24614009
